function,timestamp,total,setup,initialization,execution
aws-coldstart-ruby25-dev-memory-256,2019-03-06T23:01:23.108Z,182.0,83.0,88.2,10.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T23:03:53.696Z,186.0,88.4,88.7,8.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T23:02:14.306Z,202.0,62.4,127.6,12.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T23:06:25.396Z,198.0,79.4,100.2,18.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T23:04:57.789Z,392.0,200.9,178.6,12.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:55:22.198Z,429.0,207.1,181.1,40.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:40:51.073Z,413.0,216.3,167.5,29.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:57:42.352Z,221.0,74.2,127.4,19.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:48:02.917Z,222.0,110.9,91.3,19.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:41:31.764Z,365.0,186.8,167.7,10.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:43:09.273Z,198.0,79.5,102.6,15.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:45:29.547Z,203.0,101.3,91.8,9.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:56:14.271Z,201.0,94.7,87.9,18.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:52:15.720Z,188.0,88.8,82.1,17.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:46:44.260Z,195.0,75.6,103.4,16.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:39:14.194Z,275.0,155.1,103.9,16.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:15:46.357Z,219.0,99.4,79.3,40.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:16:45.653Z,166.0,83.6,79.9,2.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:44:06.048Z,203.0,89.0,94.5,19.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:53:49.305Z,211.0,91.6,98.9,20.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:36:16.171Z,199.0,98.3,80.6,20.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:12:31.644Z,165.0,79.9,83.0,2.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:14:23.464Z,183.0,88.8,87.4,6.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:36:39.224Z,219.0,93.1,104.7,21.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T22:38:09.276Z,183.0,84.5,91.1,7.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:41:04.705Z,198.0,87.0,102.4,8.6
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:37:08.388Z,184.0,88.9,88.7,6.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:24:11.324Z,203.0,109.4,91.1,2.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:28:31.422Z,179.0,81.1,80.9,17.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:33:42.287Z,181.0,77.8,87.3,15.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:22:39.839Z,357.0,187.2,162.9,6.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:38:47.617Z,172.0,81.8,79.2,11.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:25:39.813Z,191.0,98.6,90.1,2.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:21:22.080Z,197.0,100.1,89.0,7.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:39:59.710Z,193.0,108.4,82.3,2.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:34:29.108Z,374.0,201.2,157.3,15.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:32:30.727Z,163.0,76.9,84.0,2.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:26:44.746Z,188.0,80.6,92.1,15.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:30:36.420Z,379.0,204.5,169.8,4.7
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:44:01.786Z,201.0,90.5,90.4,20.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:46:21.361Z,205.0,74.4,110.9,19.7
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:44:54.291Z,230.0,108.8,87.0,34.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:11:09.605Z,163.0,80.4,75.6,7.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:42:23.241Z,168.0,83.6,77.6,6.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:29:37.773Z,211.0,74.5,121.2,15.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:17:56.569Z,249.0,112.3,96.3,40.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:13:38.842Z,198.0,95.6,83.8,18.6
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:16:33.705Z,408.0,198.4,162.8,46.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:20:07.996Z,192.0,96.5,93.0,2.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:12:34.072Z,189.0,79.7,94.4,14.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:05:58.315Z,184.0,71.6,106.3,6.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:03:42.076Z,182.0,96.1,83.5,2.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:15:24.362Z,163.0,71.9,79.4,11.7
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:04:47.333Z,162.0,69.6,88.3,4.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:02:09.136Z,191.0,85.1,86.5,19.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:08:16.973Z,191.0,88.4,83.4,19.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:48:47.866Z,199.0,91.5,91.3,16.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:09:43.900Z,225.0,91.9,94.3,38.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:18:46.295Z,178.0,90.0,85.9,2.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T19:01:03.017Z,383.0,204.6,171.6,6.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:34:38.479Z,384.0,207.1,173.2,3.7
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:50:26.901Z,189.0,95.7,90.9,2.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:36:34.045Z,203.0,85.9,92.1,25.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:51:21.467Z,180.0,89.7,88.0,2.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:38:07.142Z,181.0,86.4,79.5,15.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:43:29.887Z,154.0,60.7,79.7,13.6
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:32:35.357Z,181.0,91.9,86.8,2.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:57:52.051Z,183.0,95.9,82.8,4.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:33:29.679Z,183.0,87.7,89.3,6.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:44:23.090Z,192.0,103.0,86.6,2.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:40:46.595Z,174.0,85.0,77.7,11.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:53:52.967Z,392.0,192.0,168.8,31.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:45:57.960Z,175.0,95.4,77.7,1.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:47:14.166Z,164.0,81.7,80.2,2.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:30:08.015Z,167.0,83.7,81.2,2.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:41:52.091Z,196.0,86.8,92.5,16.7
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:55:40.528Z,199.0,83.9,96.2,18.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:56:39.015Z,221.0,93.5,87.4,40.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:39:35.131Z,196.0,82.5,100.7,12.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:52:47.879Z,189.0,93.3,93.3,2.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:16:57.996Z,230.0,87.9,102.2,39.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:00:07.302Z,181.0,98.9,80.2,1.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:31:07.719Z,202.0,109.7,90.0,2.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:59:17.065Z,191.0,96.1,83.3,11.6
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:28:38.066Z,232.0,83.5,139.1,9.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:23:08.607Z,188.0,86.6,82.5,18.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:25:56.662Z,210.0,92.7,113.9,3.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:04:17.140Z,188.0,81.3,93.4,13.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:15:19.904Z,189.0,81.7,93.1,14.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:17:59.122Z,183.0,80.6,87.2,15.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:06:59.137Z,181.0,78.5,75.2,27.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:19:06.206Z,350.0,180.7,167.2,2.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:01:27.664Z,204.0,94.5,87.9,21.6
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:09:32.092Z,194.0,80.4,94.2,19.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:11:27.247Z,174.0,75.6,79.7,18.7
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:26:58.958Z,177.0,82.5,79.9,14.6
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:02:59.298Z,172.0,82.9,81.7,7.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:12:55.559Z,210.0,89.0,107.0,14.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:13:57.800Z,183.0,89.0,91.5,2.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:08:44.627Z,176.0,66.5,90.3,19.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:20:54.299Z,207.0,93.5,94.2,19.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:24:53.343Z,193.0,93.2,94.9,4.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:58:51.413Z,202.0,83.1,103.1,15.8
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:22:26.758Z,193.0,78.0,101.8,13.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T18:05:25.976Z,163.0,73.4,81.2,8.4
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:38:19.478Z,234.0,123.7,88.4,21.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:42:39.857Z,191.0,98.3,90.4,2.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:57:51.099Z,428.0,205.2,209.1,13.7
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:46:42.406Z,211.0,110.6,97.9,2.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:39:40.549Z,200.0,90.6,90.9,18.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:50:01.326Z,184.0,89.9,89.6,4.5
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:48:28.732Z,166.0,76.8,80.3,8.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:55:26.878Z,172.0,78.3,79.4,14.3
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:51:54.524Z,231.0,94.0,104.8,32.2
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:56:40.759Z,194.0,79.4,96.7,17.9
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:50:50.801Z,196.0,83.3,94.0,18.7
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:44:10.508Z,183.0,77.8,92.5,12.7
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:53:41.248Z,168.0,82.9,78.1,7.0
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:45:29.514Z,207.0,91.2,96.7,19.1
aws-coldstart-ruby25-dev-memory-256,2019-03-06T17:40:58.329Z,226.0,87.3,101.9,36.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T23:00:06.735Z,205.0,83.3,81.9,39.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T23:03:53.409Z,226.0,88.4,81.8,55.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T23:00:49.381Z,419.0,201.1,170.9,47.0
aws-coldstart-ruby25-dev-memory-128,2019-03-06T23:02:23.235Z,227.0,68.2,118.7,40.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T23:06:12.217Z,216.0,75.7,104.9,35.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:40:50.809Z,202.0,90.8,79.3,31.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:46:45.430Z,210.0,94.6,94.9,20.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:36:51.288Z,188.0,82.9,80.0,25.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:48:25.881Z,208.0,94.7,91.9,21.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T23:04:46.677Z,254.0,117.6,77.9,58.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:41:42.038Z,218.0,80.7,79.5,57.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:43:09.526Z,448.0,211.7,175.8,60.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:39:24.929Z,236.0,102.9,92.0,41.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:56:11.968Z,244.0,135.8,87.4,20.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:38:09.515Z,182.0,77.0,77.2,27.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:55:20.632Z,309.0,136.6,132.2,40.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:45:41.623Z,232.0,128.4,82.5,21.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:44:06.396Z,420.0,204.9,173.5,41.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:53:27.890Z,234.0,132.2,81.4,20.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:52:26.111Z,208.0,89.9,89.1,29.0
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:13:46.775Z,207.0,93.4,80.0,33.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:15:08.059Z,267.0,107.1,119.5,40.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:16:45.405Z,190.0,80.6,77.9,31.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T22:12:32.151Z,200.0,98.4,80.3,21.3
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:37:31.816Z,194.0,74.4,79.5,40.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:20:40.116Z,222.0,87.1,102.6,32.3
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:32:30.164Z,204.0,90.2,82.5,31.3
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:17:44.891Z,202.0,72.0,102.7,27.3
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:46:21.633Z,441.0,189.0,174.8,77.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:33:22.099Z,226.0,89.7,104.7,31.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:16:33.417Z,236.0,96.6,79.5,59.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:26:56.525Z,233.0,97.5,95.6,39.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:34:29.536Z,210.0,90.0,79.3,40.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:41:04.276Z,337.0,138.3,150.5,48.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:45:13.216Z,229.0,94.9,94.0,40.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:23:11.555Z,259.0,93.7,105.4,59.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:29:38.827Z,220.0,97.4,87.7,34.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:44:01.519Z,207.0,89.4,87.8,29.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:24:12.065Z,200.0,82.6,87.9,29.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:19:17.304Z,209.0,90.0,87.1,31.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:39:59.966Z,216.0,102.4,83.5,30.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:42:22.399Z,253.0,99.7,93.2,60.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:25:27.284Z,223.0,89.7,82.9,50.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:21:57.941Z,216.0,82.0,97.4,36.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:38:57.938Z,241.0,86.6,121.6,32.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:30:47.034Z,219.0,97.1,87.9,34.0
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:27:57.670Z,438.0,209.1,168.3,60.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:03:33.318Z,204.0,109.7,77.6,16.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:01:02.770Z,193.0,83.9,80.6,28.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:36:16.428Z,182.0,81.9,79.7,20.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:02:09.639Z,226.0,97.8,87.6,40.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:05:58.019Z,239.0,90.9,91.9,56.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:11:00.308Z,418.0,199.9,162.0,56.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:12:32.670Z,218.0,93.8,84.1,40.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:05:09.081Z,218.0,87.9,93.6,36.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:08:16.715Z,205.0,90.6,78.8,35.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:13:52.058Z,229.0,87.5,90.3,51.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:09:43.645Z,198.0,88.4,78.2,31.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:47:13.834Z,266.0,111.7,95.7,58.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T19:15:22.859Z,254.0,83.3,112.3,58.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:44:34.065Z,235.0,117.2,87.0,30.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:56:49.644Z,256.0,110.6,106.6,38.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:46:10.607Z,276.0,117.1,80.7,78.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:48:57.089Z,226.0,93.3,87.0,45.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:55:40.261Z,211.0,100.3,78.0,32.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:37:38.548Z,279.0,125.0,90.0,64.0
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:53:08.602Z,227.0,69.6,101.8,55.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:39:34.804Z,263.0,104.9,92.3,65.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:36:51.026Z,242.0,92.8,90.3,58.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:51:20.079Z,246.0,89.2,96.9,59.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:40:48.023Z,212.0,87.2,84.1,40.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:42:23.035Z,181.0,82.5,78.2,20.3
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:43:30.102Z,229.0,86.7,93.0,49.3
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:57:42.590Z,232.0,93.6,87.3,51.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:59:17.842Z,470.0,234.1,195.5,40.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:11:05.292Z,208.0,82.4,76.0,49.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:34:38.917Z,256.0,90.0,93.8,72.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:50:25.067Z,197.0,91.6,79.2,26.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:54:36.409Z,197.0,75.4,91.7,29.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:23:41.028Z,196.0,78.0,87.9,30.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:09:31.809Z,225.0,92.0,87.4,45.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:22:25.885Z,491.0,357.2,99.0,34.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:06:39.401Z,198.0,78.7,83.5,35.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:15:20.731Z,255.0,133.2,86.4,35.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:31:11.816Z,184.0,78.8,77.9,27.3
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:28:36.953Z,244.0,112.4,91.2,40.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:04:17.385Z,194.0,95.1,78.5,20.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:32:35.091Z,212.0,77.2,97.6,37.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:13:56.940Z,242.0,106.0,114.6,21.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:20:54.026Z,216.0,96.0,79.5,40.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:19:05.597Z,209.0,87.4,86.8,34.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:00:19.130Z,223.0,85.1,92.5,45.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:24:33.004Z,271.0,122.7,118.7,29.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:05:16.237Z,230.0,91.7,92.6,45.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:26:59.671Z,445.0,209.0,166.8,69.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:02:59.809Z,187.0,56.6,90.2,40.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:16:45.340Z,253.0,118.8,104.5,29.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:18:00.583Z,266.0,96.5,109.3,60.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:25:57.444Z,221.0,103.5,96.0,21.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:01:17.727Z,252.0,92.8,98.7,60.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:08:36.090Z,189.0,81.3,75.9,31.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:46:42.684Z,228.0,90.0,105.0,33.0
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:12:24.777Z,228.0,99.1,92.4,36.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:33:29.401Z,224.0,87.3,87.2,49.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T18:30:07.757Z,204.0,83.5,79.8,40.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:56:20.752Z,225.0,87.6,88.7,48.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:54:37.295Z,198.0,88.0,80.5,29.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:40:10.725Z,238.0,103.5,89.3,45.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:58:53.964Z,229.0,79.1,91.2,58.7
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:52:05.943Z,236.0,103.6,91.2,41.2
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:41:19.187Z,215.0,81.0,94.2,39.8
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:45:31.618Z,400.0,200.8,159.1,40.1
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:48:15.856Z,237.0,102.4,94.6,40.0
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:44:09.636Z,195.0,83.2,90.8,21.0
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:53:56.400Z,225.0,84.3,87.3,53.4
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:38:20.089Z,241.0,87.6,107.9,45.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:57:50.348Z,237.0,98.1,80.3,58.6
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:49:51.381Z,256.0,127.3,88.2,40.5
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:50:51.577Z,420.0,204.2,166.9,48.9
aws-coldstart-ruby25-dev-memory-128,2019-03-06T17:43:00.019Z,241.0,93.3,87.4,60.3
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T23:03:41.556Z,203.0,197.0,1.0,5.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T23:02:37.465Z,191.0,188.0,1.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T23:04:46.122Z,449.0,446.0,1.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T23:00:48.490Z,429.0,426.0,1.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T23:06:25.651Z,440.0,437.0,1.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:48:28.144Z,187.0,183.0,2.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:54:58.074Z,202.0,199.0,1.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:53:47.241Z,287.0,283.0,2.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:56:23.473Z,193.0,190.0,1.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T23:00:04.260Z,269.0,265.0,2.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:39:25.265Z,243.0,239.0,2.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:52:46.593Z,245.0,242.0,1.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:47:05.805Z,449.0,445.0,1.0,3.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:38:09.755Z,183.0,177.0,5.0,1.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:43:20.727Z,282.0,278.0,2.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:44:07.012Z,431.0,428.0,1.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:37:02.101Z,425.0,422.0,1.0,2.0
aws-coldstart-nodejs6-dev-memory-1024,2019-03-06T22:40:48.541Z,446.0,443.0,1.0,2.0
