function,timestamp,total,setup,initialization,execution
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:58:10.876Z,259.0,123.7,91.3,44.0
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:59:44.307Z,211.0,113.5,76.9,20.6
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:52:43.008Z,214.0,127.7,77.9,8.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:51:20.260Z,9522.0,9157.5,224.0,140.5
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:56:04.424Z,232.0,110.5,81.3,40.2
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:48:31.637Z,261.0,123.6,89.8,47.6
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:54:24.640Z,274.0,125.5,90.2,58.3
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:44:06.152Z,304.0,153.5,97.6,52.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:47:19.726Z,297.0,132.1,93.0,71.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:50:03.987Z,233.0,115.1,78.4,39.5
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:46:33.993Z,275.0,126.1,97.2,51.7
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:44:59.299Z,255.0,117.8,88.6,48.6
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:41:19.932Z,226.0,108.6,86.8,30.6
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:42:10.551Z,269.0,128.2,87.7,53.1
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:32:05.437Z,252.0,119.0,87.5,45.5
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:37:18.122Z,239.0,112.6,92.5,33.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:36:13.314Z,260.0,117.4,91.7,50.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:40:07.943Z,217.0,114.8,78.4,23.8
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:35:12.055Z,260.0,127.7,92.0,40.3
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:38:29.685Z,362.0,220.8,83.8,57.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:33:31.850Z,254.0,171.8,78.6,3.6
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:31:09.857Z,261.0,153.7,81.4,25.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:12:28.653Z,273.0,131.7,93.5,47.8
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:27:02.596Z,236.0,110.5,89.6,35.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:28:16.914Z,200.0,97.7,78.9,23.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:13:57.781Z,269.0,139.5,78.9,50.6
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:22:44.532Z,248.0,114.6,78.5,54.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:19:58.937Z,250.0,125.6,83.8,40.6
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:21:05.695Z,502.0,343.5,99.5,59.0
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:15:51.458Z,217.0,111.5,81.0,24.5
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:17:04.464Z,261.0,131.2,88.9,40.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:25:45.373Z,239.0,127.4,85.9,25.7
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:06:16.407Z,322.0,183.6,101.9,36.5
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:00:55.838Z,239.0,116.9,83.5,38.6
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:18:19.919Z,286.0,132.8,87.8,65.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:24:00.928Z,288.0,138.4,101.6,48.0
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:29:28.820Z,291.0,141.3,93.4,56.3
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:02:16.006Z,283.0,134.4,108.6,40.0
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:03:16.144Z,246.0,132.0,82.6,31.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:04:39.338Z,233.0,111.4,91.1,30.5
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:07:19.495Z,256.0,130.0,89.0,37.0
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:11:46.049Z,277.0,127.3,92.4,57.3
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:53:51.466Z,266.0,132.4,99.2,34.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:58:54.733Z,8674.0,8201.7,311.9,160.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:08:48.034Z,240.0,122.3,86.7,31.0
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T11:10:19.786Z,197.0,114.8,77.9,4.3
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:52:27.097Z,280.0,131.3,90.2,58.5
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:50:34.525Z,257.0,127.3,90.2,39.5
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:46:35.089Z,267.0,124.2,91.6,51.2
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:42:37.886Z,247.0,110.0,86.9,50.1
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:49:13.078Z,266.0,140.5,92.0,33.5
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:44:49.679Z,17168.0,16751.9,203.0,213.1
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:44:04.842Z,305.0,146.2,99.9,58.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:56:16.379Z,208.0,102.4,81.8,23.8
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:58:03.542Z,214.0,104.6,79.4,30.0
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:24:42.305Z,285.0,145.9,94.2,44.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:54:58.249Z,201.0,100.2,79.6,21.2
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:29:48.821Z,9316.0,8678.3,457.3,180.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:33:20.219Z,7559.0,7180.6,218.2,160.2
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:27:16.478Z,223.0,107.2,76.7,39.1
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:37:04.617Z,251.0,109.7,97.6,43.7
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:19:36.794Z,8817.0,8201.4,411.4,204.2
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:16:44.373Z,224.0,121.7,79.4,22.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:39:08.025Z,268.0,142.2,99.0,26.8
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:28:16.116Z,244.0,138.2,75.0,30.8
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:31:16.478Z,277.0,131.1,91.7,54.2
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:18:19.105Z,288.0,157.2,90.9,39.9
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:32:22.668Z,9345.0,8745.4,415.2,184.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:21:34.304Z,244.0,121.7,87.1,35.2
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:38:19.329Z,231.0,113.2,83.1,34.7
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:26:04.330Z,285.0,134.2,91.8,59.0
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:23:16.672Z,230.0,116.9,88.3,24.8
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:15:50.383Z,305.0,139.9,88.5,76.6
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:35:04.281Z,303.0,123.8,99.5,79.7
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:13:47.460Z,245.0,100.0,87.9,57.1
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:41:02.640Z,255.0,146.7,86.9,21.4
aws-coldstart-ruby25vpc-dev-memory-128,2019-03-07T10:12:46.015Z,287.0,130.6,100.4,56.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:38:13.249Z,363.0,192.1,168.7,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:32:06.627Z,349.0,178.4,168.5,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:41:05.517Z,333.0,165.7,165.3,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:44:05.060Z,337.0,171.4,163.4,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:45:17.597Z,345.0,173.1,169.6,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:31:10.504Z,335.0,165.4,167.5,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:26:38.231Z,342.0,163.5,176.4,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:36:33.602Z,338.0,179.3,156.7,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:34:41.114Z,547.0,193.1,350.5,3.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:47:14.724Z,340.0,172.6,162.7,4.7
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:42:15.877Z,342.0,174.8,165.2,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:27:31.607Z,348.0,172.7,173.2,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:33:50.856Z,345.0,184.9,155.6,4.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:39:35.684Z,364.0,183.9,178.0,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:29:42.558Z,327.0,162.9,162.2,1.9
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:08:19.290Z,360.0,184.3,173.5,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:02:07.081Z,353.0,190.6,160.6,1.8
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:18:08.021Z,364.0,178.1,183.7,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:15:18.031Z,352.0,181.1,168.4,2.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:16:16.626Z,349.0,177.1,169.8,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:23:44.787Z,359.0,189.0,167.9,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:10:31.265Z,343.0,166.8,171.5,4.7
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:12:14.004Z,355.0,175.9,177.0,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:01:09.087Z,349.0,174.6,172.1,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:13:26.472Z,360.0,186.9,171.2,1.9
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:22:20.030Z,345.0,173.8,168.9,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:19:33.839Z,335.0,177.2,155.7,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:06:30.707Z,343.0,168.2,172.8,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:20:30.106Z,352.0,171.5,178.3,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:03:42.138Z,353.0,181.8,168.9,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:24:52.280Z,385.0,179.7,203.4,1.9
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:09:05.656Z,336.0,167.2,164.6,4.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:30:43.562Z,354.0,182.1,169.8,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:22:39.944Z,340.0,178.3,159.6,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T16:05:20.920Z,341.0,171.5,167.4,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:39:51.260Z,357.0,184.0,170.9,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:38:47.151Z,953.0,784.8,166.1,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:24:43.790Z,341.0,166.9,171.8,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:50:22.994Z,333.0,168.4,162.5,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:57:23.808Z,322.0,166.9,153.1,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:43:07.771Z,341.0,165.5,173.4,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:27:17.287Z,361.0,183.9,175.1,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:58:17.704Z,340.0,168.0,169.7,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:51:30.911Z,327.0,159.4,165.5,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:26:29.984Z,357.0,170.7,183.9,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:23:22.733Z,326.0,165.8,158.0,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:41:30.397Z,365.0,191.2,171.9,1.9
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:44:52.104Z,356.0,180.6,173.3,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:52:41.636Z,343.0,173.1,167.5,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:37:17.905Z,390.0,182.8,204.9,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:20:53.796Z,357.0,184.0,170.9,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:59:32.231Z,401.0,203.2,195.3,2.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:32:06.560Z,395.0,230.7,162.3,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:55:32.542Z,409.0,208.3,198.6,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:36:13.889Z,355.0,180.4,172.1,2.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:54:16.807Z,366.0,188.8,175.1,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:48:45.586Z,347.0,166.0,176.6,4.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:28:51.353Z,345.0,171.3,171.5,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:46:54.069Z,329.0,173.3,153.6,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:34:51.596Z,354.0,178.9,172.8,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:45:50.855Z,351.0,181.7,167.0,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:12:36.373Z,342.0,169.4,168.1,4.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:32:53.755Z,332.0,177.8,152.0,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:10:49.313Z,332.0,165.5,164.2,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:08:02.701Z,395.0,189.2,203.5,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:14:49.632Z,537.0,213.1,321.3,2.6
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:16:10.447Z,371.0,192.9,173.6,4.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:14:03.383Z,351.0,168.1,180.9,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:19:04.057Z,425.0,255.8,166.5,2.7
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:17:34.947Z,373.0,181.0,189.4,2.6
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:09:19.205Z,345.0,169.4,173.5,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:01:25.173Z,1065.0,894.8,168.0,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:30:48.869Z,331.0,171.6,157.3,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:45:46.506Z,336.0,169.7,164.0,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T15:06:39.731Z,355.0,184.2,168.5,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:17:36.789Z,329.0,161.1,165.9,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:07:18.020Z,342.0,174.4,165.6,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:00:18.607Z,333.0,175.0,155.7,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:05:57.852Z,367.0,180.0,184.9,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:03:11.453Z,337.0,171.0,164.0,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:19:58.421Z,364.0,188.8,172.9,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:25:41.472Z,343.0,162.4,176.0,4.6
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:23:05.031Z,405.0,196.8,203.5,4.7
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:04:46.968Z,352.0,179.1,170.3,2.6
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:23:51.114Z,383.0,217.9,163.0,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:20:53.026Z,368.0,198.6,167.5,1.9
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:08:32.072Z,368.0,194.5,171.2,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:12:55.006Z,358.0,185.4,170.5,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:01:47.889Z,345.0,173.9,168.7,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:26:27.149Z,342.0,169.7,170.2,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:29:11.356Z,363.0,181.4,179.1,2.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:14:13.680Z,358.0,174.1,181.9,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:18:29.163Z,353.0,179.3,171.3,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:15:46.784Z,339.0,165.3,171.6,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:27:47.287Z,345.0,174.5,168.4,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:12:00.957Z,353.0,179.3,171.4,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T14:10:19.685Z,357.0,183.7,171.0,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T13:57:29.154Z,376.0,205.4,168.5,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T13:56:07.475Z,392.0,187.2,202.6,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T13:59:04.010Z,359.0,180.7,176.0,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:04:30.352Z,341.0,167.2,171.6,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:10:07.193Z,432.0,260.1,169.7,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:30:23.337Z,336.0,155.3,178.4,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:13:41.208Z,356.0,179.5,174.4,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:26:15.955Z,334.0,163.9,168.1,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:18:03.137Z,335.0,163.1,169.6,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:01:16.756Z,354.0,180.4,169.9,3.7
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:21:45.627Z,374.0,193.6,178.0,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:07:33.862Z,341.0,170.5,168.0,2.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:16:41.309Z,357.0,186.1,168.6,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:20:27.528Z,358.0,180.7,175.1,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:14:46.042Z,504.0,248.1,253.7,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:11:27.264Z,353.0,177.0,173.9,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:28:44.997Z,367.0,183.9,180.7,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:08:39.955Z,353.0,172.1,178.5,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:27:32.732Z,398.0,189.4,206.4,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:25:21.650Z,350.0,175.5,172.2,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:23:26.710Z,344.0,172.6,169.2,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:12:41.367Z,345.0,170.2,170.2,4.6
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:19:27.188Z,366.0,184.3,179.6,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:59:43.648Z,361.0,193.7,165.2,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:58:00.501Z,334.0,164.8,167.1,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:06:18.294Z,365.0,203.7,158.8,2.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:56:56.069Z,351.0,185.1,163.7,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T12:02:29.393Z,371.0,176.4,192.3,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:50:03.552Z,354.0,177.3,174.5,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:52:42.554Z,371.0,182.9,186.1,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:54:25.463Z,356.0,180.7,173.1,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:55:47.365Z,350.0,164.3,183.5,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:47:40.727Z,346.0,164.5,179.2,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:51:17.373Z,413.0,193.6,217.1,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:48:43.203Z,341.0,173.6,165.4,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:42:21.529Z,337.0,166.2,168.6,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:39:46.186Z,387.0,194.0,191.0,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:45:11.208Z,353.0,180.5,170.3,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:44:04.952Z,338.0,168.8,167.0,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:37:30.081Z,160.0,78.2,79.7,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:41:08.235Z,386.0,182.0,201.8,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:46:35.047Z,359.0,179.9,176.9,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:29:53.817Z,344.0,167.6,171.8,4.6
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:38:29.300Z,327.0,166.3,158.6,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:28:17.177Z,343.0,167.0,173.8,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:31:10.415Z,411.0,212.3,194.2,4.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:33:49.835Z,457.0,241.7,212.8,2.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:34:50.780Z,336.0,169.8,164.0,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:11:46.507Z,337.0,156.6,178.4,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:18:40.013Z,345.0,166.9,175.9,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:24:33.390Z,353.0,181.0,169.8,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:36:15.799Z,338.0,167.4,168.2,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:32:15.794Z,335.0,164.6,168.3,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:22:33.497Z,358.0,180.1,175.8,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:21:06.572Z,348.0,172.2,165.8,10.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:14:11.090Z,339.0,169.5,167.5,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:15:50.728Z,346.0,167.8,175.8,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:17:17.907Z,350.0,184.3,163.7,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:10:23.253Z,352.0,178.0,171.8,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:12:42.050Z,367.0,193.3,171.1,2.6
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:20:11.336Z,362.0,176.3,183.8,1.9
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:25:54.482Z,393.0,205.5,185.2,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:27:14.272Z,344.0,176.2,165.6,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:06:15.990Z,346.0,172.9,171.0,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:05:02.077Z,342.0,170.4,169.6,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:09:09.933Z,322.0,158.3,161.7,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:02:15.178Z,338.0,166.8,169.2,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:03:14.031Z,938.0,767.3,168.5,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T10:46:46.041Z,341.0,169.3,169.4,2.3
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T10:54:56.803Z,348.0,175.0,171.0,2.0
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:00:17.538Z,363.0,192.1,168.8,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T10:50:53.056Z,370.0,175.1,190.4,4.5
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T11:07:32.674Z,403.0,197.8,203.0,2.2
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T10:59:03.480Z,179.0,94.0,82.6,2.4
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T10:53:29.666Z,353.0,180.7,170.2,2.1
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T10:49:39.806Z,365.0,193.6,166.6,4.8
aws-coldstart-ruby25-dev-memory-3008,2019-03-07T10:56:15.983Z,338.0,183.6,152.3,2.1
